SeasonId,MatchId,Team1,Team2,Team1Score,Team2Score,MatchResult,MatchVenue,MatchDate,MatchTime
Season3,Match 35,Patna Pirates,U Mumba,28,34,Not Completed,"Patliputra Sports Complex, Patna",2/19/2016,21:00 (IST)
Season3,Match 36,Jaipur Pink Panthers,Bengaluru Bulls,30,21,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/20/2016,20:00 (IST)
Season3,Match 37,Puneri Paltan,Dabang Delhi K.C.,32,22,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/20/2016,21:00 (IST)
Season3,Match 38,Telugu Titans,Bengaluru Bulls,40,22,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/21/2016,20:00 (IST)
Season3,Match 39,Jaipur Pink Panthers,Puneri Paltan,18,33,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/21/2016,21:00 (IST)
Season3,Match 40,Jaipur Pink Panthers,Bengal Warriors,18,34,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/22/2016,20:00 (IST)
Season3,Match 41,Bengal Warriors,U Mumba,17,30,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/23/2016,20:00 (IST)
Season3,Match 42,Jaipur Pink Panthers,Patna Pirates,24,47,Not Completed,"Sawai Mansingh Stadium, Jaipur",2/23/2016,21:00 (IST)
Season3,Match 43,Dabang Delhi K.C.,Telugu Titans,36,44,Not Completed,"Thyagaraj Sports Complex, Delhi",2/24/2016,20:00 (IST)
Season3,Match 44,Bengaluru Bulls,U Mumba,18,39,Not Completed,"Thyagaraj Sports Complex, Delhi",2/25/2016,20:00 (IST)
Season3,Match 45,Dabang Delhi K.C.,Patna Pirates,34,67,Not Completed,"Thyagaraj Sports Complex, Delhi",2/25/2016,21:00 (IST)
Season3,Match 46,Puneri Paltan,Telugu Titans,41,24,Not Completed,"Thyagaraj Sports Complex, Delhi",2/26/2016,20:00 (IST)
Season3,Match 47,Dabang Delhi K.C.,Jaipur Pink Panthers,21,21,Not Completed,"Thyagaraj Sports Complex, Delhi",2/26/2016,21:00 (IST)
Season3,Match 48,Bengaluru Bulls,Puneri Paltan,27,44,Not Completed,"Thyagaraj Sports Complex, Delhi",2/27/2016,20:00 (IST)
Season3,Match 49,Dabang Delhi K.C.,Bengal Warriors,31,37,Not Completed,"Thyagaraj Sports Complex, Delhi",2/27/2016,21:00 (IST)
Season3,Match 50,U Mumba,Jaipur Pink Panthers,35,21,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",2/28/2016,20:00 (IST)
Season3,Match 51,Telugu Titans,Patna Pirates,42,41,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",2/28/2016,21:00 (IST)
Season3,Match 52,U Mumba,Puneri Paltan,30,27,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",2/29/2016,20:00 (IST)
Season3,Match 53,Bengal Warriors,Bengaluru Bulls,26,22,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",3/1/2016,20:00 (IST)
Season3,Match 54,U Mumba,Telugu Titans,38,22,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",3/1/2016,21:00 (IST)
Season3,Match 55,Puneri Paltan,Bengal Warriors,43,19,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",3/2/2016,20:00 (IST)
Season3,Match 56,U Mumba,Dabang Delhi K.C.,36,20,Not Completed,"DOME@NSCI SVP Stadium, Mumbai",3/2/2016,21:00 (IST)
Season3,Semi-Final 1,Patna Pirates,Puneri Paltan,40,21,Not Completed,"Indira Gandhi Indoor Stadium, New Delhi",3/4/2016,20:00 (IST)
Season3,Semi-Final 2,U Mumba,Bengal Warriors,41,29,Not Completed,"Indira Gandhi Indoor Stadium, New Delhi",3/4/2016,21:00 (IST)
Season3,3/4 Place,Bengal Warriors,Puneri Paltan,27,31,Not Completed,"Indira Gandhi Indoor Stadium, New Delhi",3/5/2016,20:00 (IST)
Season3,Final,U Mumba,Patna Pirates,28,31,Not Completed,"Indira Gandhi Indoor Stadium, New Delhi",3/5/2016,21:00 (IST)
Season4,Match 1,Puneri Paltan,Telugu Titans,28,24,Puneri Paltan beat Telugu Titans by 4 Points,"DOME@NSCI SVP Stadium, Mumbai",6/25/2016,20:00 (IST)
Season4,Match 2,U Mumba,Jaipur Pink Panthers,36,34,U Mumba beat Jaipur Pink Panthers by 2 Points,"DOME@NSCI SVP Stadium, Mumbai",6/25/2016,21:00 (IST)
Season4,Match 3,Bengaluru Bulls,Bengal Warriors,24,23,Bengaluru Bulls beat Bengal Warriors by 1 Points,"DOME@NSCI SVP Stadium, Mumbai",6/26/2016,20:00 (IST)
Season4,Match 4,Puneri Paltan,U Mumba,41,19,Puneri Paltan beat U Mumba by 22 Points,"DOME@NSCI SVP Stadium, Mumbai",6/26/2016,21:00 (IST)
Season4,Match 5,Bengal Warriors,Dabang Delhi K.C.,31,23,Bengal Warriors beat Dabang Delhi K.C. by 8 Points,"DOME@NSCI SVP Stadium, Mumbai",6/27/2016,20:00 (IST)
Season4,Match 6,Puneri Paltan,Patna Pirates,24,30,Patna Pirates beat Puneri Paltan by 6 Points,"DOME@NSCI SVP Stadium, Mumbai",6/27/2016,21:00 (IST)
Season4,Match 7,Puneri Paltan,Dabang Delhi K.C.,27,27,MATCH TIED,"DOME@NSCI SVP Stadium, Mumbai",6/28/2016,20:00 (IST)
Season4,Match 8,Jaipur Pink Panthers,Telugu Titans,28,24,Jaipur Pink Panthers beat Telugu Titans by 4 Points,"Sawai Mansingh Stadium, Jaipur",6/29/2016,20:00 (IST)
Season4,Match 9,U Mumba,Patna Pirates,34,36,Patna Pirates beat U Mumba by 2 Points,"Sawai Mansingh Stadium, Jaipur",6/29/2016,21:00 (IST)
Season4,Match 10,Jaipur Pink Panthers,Bengaluru Bulls,28,28,MATCH TIED,"Sawai Mansingh Stadium, Jaipur",6/30/2016,20:00 (IST)
Season4,Match 11,U Mumba,Dabang Delhi K.C.,27,25,U Mumba beat Dabang Delhi K.C. by 2 Points,"Sawai Mansingh Stadium, Jaipur",7/1/2016,20:00 (IST)
Season4,Match 12,Jaipur Pink Panthers,Bengal Warriors,36,33,Jaipur Pink Panthers beat Bengal Warriors by 3 Points,"Sawai Mansingh Stadium, Jaipur",7/1/2016,21:00 (IST)
Season4,Match 13,Dabang Delhi K.C.,Bengaluru Bulls,32,24,Dabang Delhi K.C. beat Bengaluru Bulls by 8 Points,"Sawai Mansingh Stadium, Jaipur",7/2/2016,20:00 (IST)
Season4,Match 14,Jaipur Pink Panthers,Puneri Paltan,28,33,Puneri Paltan beat Jaipur Pink Panthers by 5 Points,"Sawai Mansingh Stadium, Jaipur",7/2/2016,21:00 (IST)
Season4,Match 15,Telugu Titans,Patna Pirates,33,35,Patna Pirates beat Telugu Titans by 2 Points,"Gachibowli Indoor Stadium, Hyderabad",7/3/2016,20:00 (IST)
Season4,Match 16,Bengal Warriors,U Mumba,18,26,U Mumba beat Bengal Warriors by 8 Points,"Gachibowli Indoor Stadium, Hyderabad",7/3/2016,21:00 (IST)
Season4,Match 17,Bengaluru Bulls,Puneri Paltan,29,27,Bengaluru Bulls beat Puneri Paltan by 2 Points,"Gachibowli Indoor Stadium, Hyderabad",7/4/2016,20:00 (IST)
Season4,Match 18,Telugu Titans,Bengal Warriors,35,18,Telugu Titans beat Bengal Warriors by 17 Points,"Gachibowli Indoor Stadium, Hyderabad",7/4/2016,21:00 (IST)
Season4,Match 19,Telugu Titans,Bengaluru Bulls,28,30,Bengaluru Bulls beat Telugu Titans by 2 Points,"Gachibowli Indoor Stadium, Hyderabad",7/5/2016,20:00 (IST)
Season4,Match 20,Dabang Delhi K.C.,Jaipur Pink Panthers,26,51,Jaipur Pink Panthers beat Dabang Delhi K.C. by 25 Points,"Gachibowli Indoor Stadium, Hyderabad",7/6/2016,20:00 (IST)
Season4,Match 21,Telugu Titans,U Mumba,35,30,Telugu Titans beat U Mumba by 5 Points,"Gachibowli Indoor Stadium, Hyderabad",7/6/2016,21:00 (IST)
Season4,Match 22,Patna Pirates,Bengaluru Bulls,31,25,Patna Pirates beat Bengaluru Bulls by 6 Points,"Patliputra Sports Complex, Patna",7/7/2016,20:00 (IST)
Season4,Match 23,Bengaluru Bulls,U Mumba,23,24,U Mumba beat Bengaluru Bulls by 1 Points,"Patliputra Sports Complex, Patna",7/8/2016,20:00 (IST)
Season4,Match 24,Patna Pirates,Bengal Warriors,35,21,Patna Pirates beat Bengal Warriors by 14 Points,"Patliputra Sports Complex, Patna",7/8/2016,21:00 (IST)
Season4,Match 25,Bengal Warriors,Puneri Paltan,31,38,Puneri Paltan beat Bengal Warriors by 7 Points,"Patliputra Sports Complex, Patna",7/9/2016,20:00 (IST)
Season4,Match 26,Patna Pirates,Dabang Delhi K.C.,15,33,Dabang Delhi K.C. beat Patna Pirates by 18 Points,"Patliputra Sports Complex, Patna",7/9/2016,21:00 (IST)
Season4,Match 27,Dabang Delhi K.C.,Telugu Titans,23,28,Telugu Titans beat Dabang Delhi K.C. by 5 Points,"Patliputra Sports Complex, Patna",7/10/2016,20:00 (IST)
Season4,Match 28,Patna Pirates,Jaipur Pink Panthers,21,26,Jaipur Pink Panthers beat Patna Pirates by 5 Points,"Patliputra Sports Complex, Patna",7/10/2016,21:00 (IST)
Season4,Match 29,Bengaluru Bulls,Telugu Titans,24,32,Telugu Titans beat Bengaluru Bulls by 8 Points,"Sree Kanteerava Stadium, Bengaluru",7/12/2016,20:00 (IST)
Season4,Match 30,Puneri Paltan,Bengal Warriors,34,34,MATCH TIED,"Sree Kanteerava Stadium, Bengaluru",7/12/2016,21:00 (IST)
Season4,Match 31,Bengaluru Bulls,Jaipur Pink Panthers,22,24,Jaipur Pink Panthers beat Bengaluru Bulls by 2 Points,"Sree Kanteerava Stadium, Bengaluru",7/13/2016,20:00 (IST)
Season4,Match 32,Jaipur Pink Panthers,U Mumba,23,29,U Mumba beat Jaipur Pink Panthers by 6 Points,"Sree Kanteerava Stadium, Bengaluru",7/14/2016,20:00 (IST)
Season4,Match 33,Bengaluru Bulls,Patna Pirates,23,38,Patna Pirates beat Bengaluru Bulls by 15 Points,"Sree Kanteerava Stadium, Bengaluru",7/14/2016,21:00 (IST)
Season4,Match 34,Telugu Titans,Puneri Paltan,32,29,Telugu Titans beat Puneri Paltan by 3 Points,"Sree Kanteerava Stadium, Bengaluru",7/15/2016,20:00 (IST)
Season4,Match 35,Bengaluru Bulls,Dabang Delhi K.C.,20,40,Dabang Delhi K.C. beat Bengaluru Bulls by 20 Points,"Sree Kanteerava Stadium, Bengaluru",7/15/2016,21:00 (IST)
Season4,Match 36,Bengal Warriors,Jaipur Pink Panthers,32,25,Bengal Warriors beat Jaipur Pink Panthers by 7 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/16/2016,20:00 (IST)
Season4,Match 37,Patna Pirates,U Mumba,34,24,Patna Pirates beat U Mumba by 10 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/16/2016,21:00 (IST)
Season4,Match 38,Puneri Paltan,Jaipur Pink Panthers,27,33,Jaipur Pink Panthers beat Puneri Paltan by 6 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/17/2016,20:00 (IST)
Season4,Match 39,Bengal Warriors,Patna Pirates,27,33,Patna Pirates beat Bengal Warriors by 6 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/17/2016,21:00 (IST)
Season4,Match 40,Bengal Warriors,Telugu Titans,34,34,MATCH TIED,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/18/2016,20:00 (IST)
Season4,Match 41,Telugu Titans,Dabang Delhi K.C.,36,28,Telugu Titans beat Dabang Delhi K.C. by 8 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/19/2016,20:00 (IST)
Season4,Match 42,Bengal Warriors,Bengaluru Bulls,25,27,Bengaluru Bulls beat Bengal Warriors by 2 Points,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",7/19/2016,21:00 (IST)
Season4,Match 43,U Mumba,Puneri Paltan,34,31,U Mumba beat Puneri Paltan by 3 Points,"DOME@NSCI SVP Stadium, Mumbai",7/20/2016,20:00 (IST)
Season4,Match 44,Jaipur Pink Panthers,Dabang Delhi K.C.,24,22,Jaipur Pink Panthers beat Dabang Delhi K.C. by 2 Points,"DOME@NSCI SVP Stadium, Mumbai",7/21/2016,20:00 (IST)
Season4,Match 45,U Mumba,Telugu Titans,25,25,MATCH TIED,"DOME@NSCI SVP Stadium, Mumbai",7/21/2016,21:00 (IST)
Season4,Match 46,Jaipur Pink Panthers,Patna Pirates,29,22,Jaipur Pink Panthers beat Patna Pirates by 7 Points,"DOME@NSCI SVP Stadium, Mumbai",7/22/2016,20:00 (IST)
Season4,Match 47,U Mumba,Bengal Warriors,27,31,Bengal Warriors beat U Mumba by 4 Points,"DOME@NSCI SVP Stadium, Mumbai",7/22/2016,21:00 (IST)
Season4,Match 48,Patna Pirates,Puneri Paltan,31,28,Patna Pirates beat Puneri Paltan by 3 Points,"DOME@NSCI SVP Stadium, Mumbai",7/23/2016,20:00 (IST)
Season4,Match 49,U Mumba,Bengaluru Bulls,27,28,Bengaluru Bulls beat U Mumba by 1 Points,"DOME@NSCI SVP Stadium, Mumbai",7/23/2016,21:00 (IST)
Season4,Match 50,Dabang Delhi K.C.,Bengal Warriors,41,20,Dabang Delhi K.C. beat Bengal Warriors by 21 Points,"Thyagaraj Sports Complex, Delhi",7/24/2016,20:00 (IST)
Season4,Match 51,Telugu Titans,Jaipur Pink Panthers,35,23,Telugu Titans beat Jaipur Pink Panthers by 12 Points,"Thyagaraj Sports Complex, Delhi",7/24/2016,21:00 (IST)
Season4,Match 52,Dabang Delhi K.C.,Patna Pirates,31,32,Patna Pirates beat Dabang Delhi K.C. by 1 Points,"Thyagaraj Sports Complex, Delhi",7/25/2016,20:00 (IST)
Season4,Match 53,Patna Pirates,Telugu Titans,25,46,Telugu Titans beat Patna Pirates by 21 Points,"Thyagaraj Sports Complex, Delhi",7/26/2016,20:00 (IST)
Season4,Match 54,Dabang Delhi K.C.,Puneri Paltan,34,39,Puneri Paltan beat Dabang Delhi K.C. by 5 Points,"Thyagaraj Sports Complex, Delhi",7/26/2016,21:00 (IST)
Season4,Match 55,Puneri Paltan,Bengaluru Bulls,36,33,Puneri Paltan beat Bengaluru Bulls by 3 Points,"Thyagaraj Sports Complex, Delhi",7/27/2016,20:00 (IST)
Season4,Match 56,Dabang Delhi K.C.,U Mumba,34,38,U Mumba beat Dabang Delhi K.C. by 4 Points,"Thyagaraj Sports Complex, Delhi",7/27/2016,21:00 (IST)
Season4,Semi-Final 1,Patna Pirates,Puneri Paltan,37,33,Patna Pirates beat Puneri Paltan by 4 Points,"Gachibowli Indoor Stadium, Hyderabad",7/29/2016,20:00 (IST)
Season4,Semi-Final 2,Telugu Titans,Jaipur Pink Panthers,24,34,Jaipur Pink Panthers beat Telugu Titans by 10 Points,"Gachibowli Indoor Stadium, Hyderabad",7/29/2016,21:00 (IST)
Season4,3/4 Place,Telugu Titans,Puneri Paltan,35,40,Puneri Paltan beat Telugu Titans by 5 Points,"Gachibowli Indoor Stadium, Hyderabad",7/31/2016,20:00 (IST)
Season4,Final,Patna Pirates,Jaipur Pink Panthers,37,29,Patna Pirates beat Jaipur Pink Panthers by 8 Points,"Gachibowli Indoor Stadium, Hyderabad",7/31/2016,21:15 (IST)
